Age,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,Attrition
36,Travel_Rarely,Sales,1,Life Sciences,2,Female,Sales Executive,3,Single,6815,6,No,3,15,5,3,0,No
29,Travel_Rarely,Research & Development,3,Medical,2,Male,Laboratory Technician,1,Single,4723,1,Yes,3,10,3,3,9,No
35,Travel_Rarely,Research & Development,10,Medical,1,Female,Healthcare Representative,3,Single,6142,3,Yes,3,10,4,3,2,No
39,Travel_Rarely,Sales,6,Medical,4,Male,Sales Executive,3,Married,8237,2,No,3,11,3,3,6,No
29,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,4,Divorced,8853,1,No,3,6,0,4,4,No
50,Travel_Rarely,Sales,9,Marketing,3,Male,Manager,3,Married,19331,4,Yes,3,27,2,3,0,No
23,Travel_Rarely,Research & Development,10,Technical Degree,4,Male,Research Scientist,3,Married,2073,2,No,3,4,2,3,2,No
36,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,1,Married,5562,3,Yes,3,9,3,3,2,No
42,Travel_Rarely,Research & Development,9,Other,4,Male,Manager,4,Single,19613,8,No,4,24,2,3,0,No
35,Travel_Rarely,Research & Development,28,Life Sciences,2,Male,Laboratory Technician,3,Married,3407,1,No,3,10,3,2,9,No
34,Travel_Frequently,Research & Development,10,Technical Degree,4,Male,Healthcare Representative,3,Married,5063,1,No,3,8,3,2,2,No
40,Travel_Rarely,Sales,14,Life Sciences,4,Female,Sales Executive,1,Married,4639,1,No,3,5,2,3,4,No
43,Travel_Rarely,Research & Development,27,Technical Degree,4,Male,Laboratory Technician,2,Divorced,4876,5,No,3,8,0,3,4,No
35,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Laboratory Technician,4,Married,2690,1,No,3,1,5,2,0,No
46,Travel_Rarely,Sales,1,Life Sciences,4,Male,Manager,1,Single,17567,1,No,3,27,5,1,0,No
28,Travel_Rarely,Research & Development,24,Medical,3,Male,Laboratory Technician,2,Married,2408,1,Yes,3,1,3,3,1,Yes
22,Non-Travel,Research & Development,26,Other,2,Female,Research Scientist,3,Married,2814,1,Yes,3,4,2,2,2,No
50,Travel_Frequently,Research & Development,20,Medical,2,Male,Healthcare Representative,3,Married,11245,2,Yes,3,32,3,3,8,No
32,Travel_Rarely,Research & Development,5,Other,2,Female,Research Scientist,4,Married,3312,3,No,3,6,3,3,2,No
44,Travel_Rarely,Research & Development,7,Medical,2,Female,Research Director,4,Divorced,19049,0,Yes,3,23,4,2,7,No
30,Travel_Rarely,Research & Development,7,Medical,2,Male,Research Scientist,2,Married,2141,1,No,3,6,3,2,4,No
45,Travel_Rarely,Research & Development,5,Medical,3,Female,Laboratory Technician,1,Single,5769,1,Yes,3,10,3,3,7,No
45,Non-Travel,Sales,26,Marketing,1,Male,Sales Executive,1,Married,4385,1,No,3,10,2,3,7,No
31,Travel_Frequently,Sales,2,Other,4,Male,Sales Executive,1,Single,5332,7,No,3,10,3,3,2,No
36,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,Manufacturing Director,3,Married,4663,9,Yes,3,7,2,3,2,No
34,Travel_Frequently,Research & Development,10,Life Sciences,3,Male,Manufacturing Director,4,Divorced,4724,1,No,3,9,3,3,7,No
49,Travel_Rarely,Research & Development,25,Life Sciences,3,Female,Laboratory Technician,1,Married,3211,1,No,3,10,3,2,6,No
39,Travel_Rarely,Research & Development,10,Medical,2,Male,Manufacturing Director,1,Married,5377,2,No,3,10,3,3,7,No
27,Travel_Rarely,Research & Development,19,Other,4,Male,Laboratory Technician,1,Divorced,4066,1,No,3,7,3,3,7,No
35,Travel_Rarely,Research & Development,18,Life Sciences,2,Male,Research Scientist,1,Married,5208,1,No,3,16,2,3,15,No
28,Travel_Rarely,Research & Development,27,Medical,2,Female,Manufacturing Director,1,Divorced,4877,0,No,4,6,5,2,3,No
21,Travel_Rarely,Research & Development,5,Medical,3,Male,Research Scientist,4,Single,3117,1,No,3,3,2,3,2,No
18,Travel_Frequently,Sales,3,Medical,2,Female,Sales Representative,4,Single,1569,1,Yes,3,0,2,4,0,Yes
47,Travel_Rarely,Human Resources,26,Life Sciences,4,Female,Manager,3,Married,19658,3,No,3,27,2,3,2,No
39,Travel_Rarely,Research & Development,3,Medical,3,Male,Laboratory Technician,3,Divorced,3069,0,No,3,11,3,3,8,No
40,Travel_Rarely,Research & Development,15,Life Sciences,1,Female,Manufacturing Director,3,Married,10435,1,No,3,18,2,3,15,No
35,Non-Travel,Research & Development,8,Life Sciences,3,Female,Healthcare Representative,3,Married,4148,1,No,3,15,5,3,11,No
37,Travel_Rarely,Research & Development,19,Life Sciences,3,Male,Manufacturing Director,3,Married,5768,3,No,3,9,2,2,3,No
39,Travel_Frequently,Research & Development,4,Medical,1,Female,Manufacturing Director,3,Single,5042,0,No,3,10,2,1,2,No
45,Travel_Rarely,Research & Development,2,Other,4,Female,Manufacturing Director,4,Divorced,5770,1,No,3,10,3,3,7,No
38,Travel_Rarely,Research & Development,2,Medical,4,Female,Manufacturing Director,3,Married,7756,3,Yes,3,10,6,4,4,No
35,Travel_Rarely,Sales,10,Medical,4,Male,Sales Executive,1,Married,10306,9,No,3,15,3,3,12,Yes
37,Travel_Rarely,Research & Development,10,Medical,2,Female,Research Scientist,2,Married,3936,1,No,3,8,2,1,4,No
40,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,Manufacturing Director,4,Single,7945,6,Yes,3,18,2,2,2,No
44,Travel_Frequently,Human Resources,1,Human Resources,1,Male,Human Resources,4,Married,5743,4,Yes,3,14,3,3,7,No
48,Travel_Frequently,Research & Development,4,Medical,3,Male,Manager,4,Married,15202,2,No,4,23,3,3,2,No
35,Travel_Rarely,Sales,15,Medical,1,Male,Sales Executive,4,Divorced,5440,6,Yes,3,7,2,2,2,Yes
24,Travel_Frequently,Research & Development,2,Technical Degree,1,Female,Research Scientist,4,Single,3760,1,Yes,3,6,2,3,3,No
27,Travel_Rarely,Research & Development,8,Medical,2,Female,Research Scientist,3,Married,3517,7,No,3,5,0,3,2,No
27,Travel_Frequently,Research & Development,2,Medical,4,Male,Research Scientist,4,Single,2580,2,No,3,6,0,2,2,No
40,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,1,Single,2166,3,Yes,3,10,3,1,2,Yes
29,Travel_Rarely,Sales,10,Medical,3,Male,Sales Executive,3,Single,5869,9,No,3,8,2,3,2,No
36,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,Healthcare Representative,1,Married,8008,4,No,3,9,6,3,2,No
25,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,3,Divorced,5206,1,No,3,7,6,3,7,No
39,Travel_Rarely,Research & Development,12,Medical,4,Male,Manufacturing Director,2,Married,5295,4,No,4,7,3,3,4,No
49,Travel_Rarely,Research & Development,22,Other,1,Female,Research Director,2,Married,16413,3,No,3,27,2,3,2,No
50,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,Research Director,1,Divorced,13269,5,No,3,19,3,3,11,No
20,Travel_Rarely,Sales,2,Medical,3,Female,Sales Representative,3,Single,2783,1,No,3,2,3,3,2,No
34,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,Research Scientist,2,Divorced,5433,1,No,3,11,2,3,8,No
36,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,2,Single,2013,2,No,3,15,4,3,3,No
49,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,Healthcare Representative,3,Married,13966,2,Yes,3,30,3,3,11,No
36,Non-Travel,Research & Development,1,Medical,4,Female,Manufacturing Director,3,Married,4374,0,No,3,4,6,3,2,No
36,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,Healthcare Representative,1,Divorced,6842,6,No,4,13,3,3,4,No
54,Travel_Rarely,Research & Development,22,Medical,2,Female,Manager,3,Married,17426,3,No,4,36,6,3,8,No
43,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,Research Director,3,Married,17603,1,No,4,14,3,3,10,No
35,Travel_Frequently,Sales,12,Other,4,Male,Sales Executive,4,Single,4581,3,Yes,4,13,2,4,9,Yes
38,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,Research Scientist,4,Married,4735,7,No,3,19,4,4,11,No
29,Travel_Rarely,Sales,5,Medical,1,Male,Sales Executive,2,Divorced,4187,1,Yes,3,10,3,2,0,No
33,Travel_Rarely,Sales,2,Medical,4,Male,Sales Executive,4,Divorced,5505,1,No,3,6,5,3,2,No
32,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Scientist,2,Divorced,5470,0,No,3,10,4,2,5,No
31,Travel_Rarely,Sales,5,Life Sciences,1,Female,Sales Executive,4,Married,5476,1,No,3,10,2,3,0,No
49,Travel_Rarely,Research & Development,16,Medical,4,Female,Laboratory Technician,1,Divorced,2587,4,Yes,3,17,2,2,2,No
38,Travel_Frequently,Research & Development,2,Medical,4,Female,Laboratory Technician,2,Single,2440,1,No,4,4,3,3,3,No
47,Travel_Rarely,Sales,2,Life Sciences,2,Female,Manager,2,Divorced,15972,6,No,3,29,2,3,2,No
49,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,Manager,3,Single,15379,4,No,3,23,2,3,7,No
41,Travel_Rarely,Sales,23,Life Sciences,4,Male,Sales Executive,3,Single,7082,3,Yes,3,21,2,3,0,No
20,Travel_Rarely,Sales,9,Life Sciences,4,Male,Sales Representative,1,Single,2728,1,No,3,2,3,3,2,No
33,Non-Travel,Sales,16,Life Sciences,3,Female,Sales Executive,4,Divorced,5368,1,Yes,4,7,2,3,5,No
36,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,Healthcare Representative,3,Married,5347,6,No,3,10,2,2,2,No
44,Travel_Rarely,Human Resources,1,Life Sciences,3,Female,Human Resources,4,Divorced,3195,4,Yes,3,8,2,3,2,No
23,Travel_Rarely,Research & Development,8,Medical,4,Male,Laboratory Technician,3,Single,3989,1,Yes,3,5,2,3,4,Yes
38,Travel_Rarely,Research & Development,4,Medical,4,Female,Laboratory Technician,3,Married,3306,7,No,3,7,5,2,0,No
53,Travel_Rarely,Research & Development,24,Medical,2,Male,Healthcare Representative,4,Married,7005,3,No,3,11,2,3,3,No
48,Travel_Frequently,Sales,7,Medical,4,Female,Sales Representative,3,Married,2655,2,Yes,3,19,3,3,7,Yes
32,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,2,Single,1393,1,No,3,1,2,3,0,Yes
26,Non-Travel,Research & Development,7,Medical,4,Male,Laboratory Technician,4,Single,2570,1,No,4,7,5,3,7,No
55,Travel_Rarely,Research & Development,22,Technical Degree,1,Male,Research Scientist,2,Divorced,3537,5,No,3,8,1,3,2,No
34,Travel_Rarely,Research & Development,5,Medical,2,Male,Laboratory Technician,4,Married,3986,1,No,3,15,3,4,10,No
60,Travel_Rarely,Research & Development,1,Medical,3,Male,Healthcare Representative,4,Divorced,10883,3,No,4,19,2,4,0,No
33,Travel_Rarely,Research & Development,21,Medical,2,Male,Laboratory Technician,2,Married,2028,1,No,3,14,6,3,11,No
37,Travel_Frequently,Sales,1,Medical,3,Male,Sales Executive,4,Divorced,9525,1,No,3,6,2,2,3,No
34,Travel_Rarely,Research & Development,19,Life Sciences,2,Female,Research Scientist,4,Married,2929,1,No,3,10,3,3,9,No
23,Travel_Rarely,Sales,7,Life Sciences,3,Male,Sales Representative,4,Divorced,2275,1,Yes,4,3,2,3,2,Yes
44,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Healthcare Representative,4,Married,7879,1,Yes,3,9,2,3,7,No
35,Travel_Frequently,Research & Development,2,Medical,1,Male,Research Scientist,4,Single,4930,0,Yes,3,6,2,4,4,No
43,Travel_Rarely,Sales,2,Medical,4,Male,Sales Executive,4,Married,7847,1,Yes,3,10,3,3,9,No
24,Travel_Rarely,Research & Development,9,Medical,3,Male,Research Scientist,3,Married,4401,1,No,3,5,1,3,3,No
41,Travel_Rarely,Sales,6,Marketing,4,Male,Sales Executive,3,Single,9241,1,No,3,10,3,3,8,No
29,Travel_Rarely,Research & Development,9,Medical,4,Female,Laboratory Technician,3,Married,2974,9,No,3,9,2,3,3,No
36,Travel_Rarely,Sales,2,Life Sciences,3,Female,Sales Representative,4,Single,4502,3,No,3,17,2,2,7,No
45,Non-Travel,Research & Development,1,Life Sciences,3,Male,Healthcare Representative,3,Married,10748,3,No,4,25,3,2,15,No
24,Travel_Rarely,Human Resources,22,Human Resources,4,Male,Human Resources,3,Married,1555,1,No,3,1,2,3,0,Yes
47,Travel_Frequently,Sales,9,Life Sciences,3,Male,Sales Executive,3,Married,12936,7,No,3,25,3,1,5,Yes
26,Travel_Rarely,Research & Development,17,Medical,4,Male,Laboratory Technician,3,Married,2305,1,No,3,3,3,4,2,No
45,Travel_Rarely,Research & Development,28,Technical Degree,4,Female,Research Director,2,Single,16704,1,No,3,21,2,3,6,No
32,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,Research Scientist,3,Married,3433,6,No,3,10,3,2,2,No
31,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,Laboratory Technician,3,Married,3477,1,No,3,6,2,4,2,No
41,Non-Travel,Human Resources,4,Human Resources,3,Male,Human Resources,2,Married,6430,6,No,3,10,4,3,2,No
40,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,Manufacturing Director,1,Married,6516,2,Yes,3,18,3,3,0,No
24,Travel_Rarely,Research & Development,29,Medical,2,Male,Laboratory Technician,1,Divorced,3907,1,No,3,6,2,4,2,No
46,Travel_Rarely,Research & Development,13,Life Sciences,3,Male,Healthcare Representative,2,Single,5562,6,No,3,19,3,3,7,No
35,Travel_Rarely,Research & Development,27,Life Sciences,4,Male,Manufacturing Director,3,Married,6883,2,No,3,17,3,3,7,No
30,Travel_Rarely,Research & Development,16,Life Sciences,2,Male,Research Scientist,4,Married,2862,1,No,3,10,2,2,0,No
47,Non-Travel,Sales,2,Marketing,3,Male,Sales Executive,2,Married,4978,7,No,3,4,3,1,0,No
46,Travel_Rarely,Sales,2,Life Sciences,3,Male,Sales Executive,4,Divorced,10368,4,Yes,3,13,5,2,6,No
36,Travel_Rarely,Sales,13,Marketing,2,Male,Sales Executive,1,Divorced,6134,5,Yes,3,16,3,3,2,Yes
32,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,2,Single,6735,6,No,3,10,2,3,0,Yes
23,Travel_Rarely,Research & Development,4,Medical,3,Female,Laboratory Technician,2,Single,3295,1,No,3,3,3,1,2,No
31,Travel_Frequently,Research & Development,24,Technical Degree,4,Female,Manufacturing Director,4,Single,5238,2,No,4,9,3,2,4,No
39,Non-Travel,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,4,Married,6472,1,Yes,3,9,2,3,8,No
32,Travel_Rarely,Sales,19,Life Sciences,4,Male,Sales Executive,3,Married,9610,3,No,3,10,2,1,3,No
40,Travel_Rarely,Sales,7,Medical,2,Male,Manager,2,Single,19833,1,No,3,21,3,2,8,No
45,Travel_Rarely,Human Resources,4,Life Sciences,3,Female,Human Resources,3,Married,9756,4,No,4,9,2,4,0,No
30,Travel_Frequently,Research & Development,2,Technical Degree,4,Female,Research Scientist,1,Single,4968,0,No,3,10,2,3,7,No
24,Travel_Frequently,Human Resources,10,Medical,1,Male,Human Resources,4,Married,2145,0,No,3,3,2,3,2,No
30,Travel_Frequently,Human Resources,8,Human Resources,3,Female,Human Resources,4,Divorced,2180,6,No,3,6,0,2,2,Yes
31,Travel_Rarely,Sales,5,Technical Degree,1,Male,Sales Executive,3,Married,8346,1,No,3,6,3,3,2,No
27,Travel_Rarely,Research & Development,8,Medical,3,Female,Research Scientist,4,Single,3445,1,No,3,6,5,2,2,No
29,Travel_Rarely,Sales,9,Marketing,2,Female,Sales Representative,2,Single,2760,1,No,3,2,3,3,2,Yes
29,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,Healthcare Representative,3,Single,6294,8,Yes,3,10,5,4,2,No
30,Travel_Rarely,Sales,15,Marketing,3,Male,Sales Executive,1,Divorced,7140,2,No,3,12,2,3,7,No
34,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Scientist,4,Married,2932,0,Yes,3,6,3,3,0,No
33,Non-Travel,Sales,2,Marketing,4,Female,Sales Executive,2,Single,5147,8,No,3,13,2,2,7,No
49,Travel_Rarely,Sales,11,Marketing,4,Female,Sales Executive,4,Single,4507,3,No,3,8,1,4,1,No
33,Travel_Rarely,Sales,16,Life Sciences,1,Female,Sales Executive,1,Single,8564,2,Yes,4,11,2,2,0,Yes
38,Travel_Frequently,Research & Development,2,Medical,3,Female,Laboratory Technician,2,Married,2468,4,No,3,9,4,2,1,No
31,Travel_Rarely,Sales,16,Marketing,1,Male,Sales Executive,3,Married,8161,2,No,3,10,2,3,0,Yes
29,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,Research Scientist,1,Divorced,2109,1,No,3,1,2,3,0,No
30,Travel_Rarely,Research & Development,16,Life Sciences,3,Male,Healthcare Representative,3,Married,5294,3,No,3,10,3,3,0,No
32,Non-Travel,Research & Development,5,Technical Degree,2,Male,Research Scientist,2,Single,2718,2,No,3,12,3,3,7,No
38,Travel_Rarely,Research & Development,18,Medical,2,Male,Healthcare Representative,4,Married,5811,3,Yes,3,15,2,3,0,No
43,Travel_Frequently,Research & Development,17,Technical Degree,3,Male,Research Scientist,3,Married,2437,9,Yes,3,6,4,3,0,Yes
42,Travel_Rarely,Research & Development,12,Medical,2,Male,Laboratory Technician,2,Divorced,2766,8,No,4,7,6,2,3,No
55,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Director,1,Married,19038,8,No,3,34,2,3,0,No
33,Non-Travel,Research & Development,4,Technical Degree,4,Male,Research Scientist,2,Divorced,3055,5,No,3,11,2,2,8,No
41,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Laboratory Technician,1,Divorced,2289,1,No,4,5,2,3,3,No
34,Non-Travel,Sales,10,Life Sciences,4,Male,Sales Executive,3,Divorced,4001,1,Yes,3,15,3,3,14,No
53,Non-Travel,Research & Development,1,Medical,1,Female,Manufacturing Director,3,Married,12965,4,Yes,4,27,2,2,2,No
43,Travel_Rarely,Human Resources,2,Life Sciences,2,Male,Human Resources,4,Single,3539,0,No,3,10,5,3,7,No
34,Travel_Rarely,Sales,3,Life Sciences,4,Female,Sales Executive,4,Single,6029,5,No,3,6,3,3,2,No
21,Travel_Rarely,Sales,7,Marketing,2,Male,Sales Representative,2,Single,2679,1,No,3,1,3,3,0,Yes
38,Travel_Rarely,Research & Development,6,Other,4,Female,Laboratory Technician,3,Married,3702,1,No,3,5,3,3,4,No
22,Travel_Rarely,Research & Development,8,Medical,3,Female,Laboratory Technician,1,Married,2398,1,Yes,3,1,6,3,0,Yes
31,Travel_Rarely,Sales,29,Marketing,1,Female,Sales Executive,4,Married,5468,1,No,3,13,3,3,7,No
51,Travel_Rarely,Research & Development,3,Technical Degree,1,Female,Manager,3,Married,13116,2,No,3,15,2,3,2,No
37,Travel_Rarely,Sales,9,Marketing,2,Male,Sales Executive,2,Married,4189,1,No,3,5,2,3,2,No
46,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Director,4,Divorced,19328,7,Yes,3,24,3,3,1,No
36,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Healthcare Representative,1,Married,8321,7,Yes,3,15,1,3,8,No
44,Travel_Frequently,Research & Development,1,Medical,3,Male,Research Scientist,2,Divorced,2342,1,Yes,3,6,2,2,3,Yes
37,Travel_Rarely,Human Resources,8,Other,3,Male,Human Resources,2,Divorced,4071,2,No,3,19,4,2,0,No
35,Travel_Rarely,Sales,27,Life Sciences,3,Male,Sales Executive,4,Single,5813,1,Yes,3,10,2,3,7,Yes
33,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,Research Scientist,1,Married,3143,6,No,3,14,1,3,8,No
28,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,Research Scientist,4,Married,2044,1,No,3,5,6,4,3,No
39,Travel_Rarely,Research & Development,10,Medical,3,Male,Research Director,3,Single,13464,7,No,4,9,3,3,3,No
46,Non-Travel,Sales,26,Life Sciences,2,Male,Sales Executive,2,Single,7991,8,No,3,6,3,3,2,No
40,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Laboratory Technician,1,Married,3377,4,No,3,7,5,2,3,No
42,Travel_Rarely,Research & Development,13,Medical,2,Male,Healthcare Representative,1,Married,5538,5,No,3,10,2,2,0,No
35,Non-Travel,Research & Development,2,Medical,2,Male,Manufacturing Director,4,Divorced,5762,2,No,3,15,6,3,7,No
38,Non-Travel,Human Resources,2,Human Resources,1,Male,Human Resources,2,Divorced,2592,5,No,3,13,3,3,10,No
34,Travel_Frequently,Research & Development,9,Life Sciences,4,Male,Laboratory Technician,1,Married,5346,4,No,3,11,3,2,1,Yes
37,Travel_Rarely,Research & Development,10,Medical,4,Male,Manufacturing Director,1,Single,4213,1,No,3,10,4,1,3,Yes
39,Travel_Frequently,Sales,20,Life Sciences,3,Male,Sales Executive,4,Divorced,4127,2,No,3,7,6,3,1,No
43,Non-Travel,Research & Development,9,Life Sciences,1,Male,Research Scientist,3,Single,2438,4,No,3,7,2,2,2,No
41,Travel_Rarely,Research & Development,5,Life Sciences,2,Male,Healthcare Representative,2,Single,6870,3,No,3,11,3,1,2,No
41,Travel_Rarely,Sales,4,Marketing,3,Female,Sales Executive,3,Divorced,10447,0,Yes,3,23,3,4,14,No
30,Travel_Rarely,Research & Development,10,Medical,1,Female,Manufacturing Director,3,Single,9667,9,No,3,9,3,3,7,No
26,Travel_Rarely,Human Resources,20,Medical,4,Female,Human Resources,2,Married,2148,0,Yes,3,6,3,3,1,Yes
46,Travel_Rarely,Research & Development,21,Medical,4,Female,Healthcare Representative,2,Married,8926,4,No,4,13,2,4,7,Yes
40,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Healthcare Representative,4,Divorced,6513,4,No,3,12,3,3,3,No
34,Travel_Rarely,Sales,8,Technical Degree,2,Male,Sales Executive,3,Married,6799,1,No,4,10,5,3,8,No
58,Non-Travel,Sales,2,Medical,2,Male,Manager,2,Divorced,16291,4,No,4,37,0,2,9,No
35,Travel_Rarely,Research & Development,23,Medical,2,Male,Laboratory Technician,3,Married,2705,0,No,3,6,2,4,4,No
47,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,Manufacturing Director,2,Divorced,10333,8,Yes,3,28,4,3,11,No
40,Travel_Rarely,Research & Development,12,Life Sciences,2,Female,Healthcare Representative,1,Divorced,4448,2,No,3,15,3,3,4,No
54,Travel_Rarely,Research & Development,7,Medical,4,Female,Research Scientist,4,Married,6854,4,No,3,14,2,2,1,No
31,Travel_Frequently,Sales,7,Marketing,1,Female,Sales Executive,1,Married,9637,2,No,3,9,3,3,2,No
28,Travel_Rarely,Research & Development,1,Medical,3,Female,Research Scientist,1,Married,3591,1,No,4,3,3,3,2,No
38,Travel_Rarely,Sales,2,Marketing,2,Female,Sales Representative,4,Married,5405,2,Yes,4,20,4,2,2,No
26,Travel_Rarely,Sales,10,Medical,3,Male,Sales Executive,4,Single,4684,1,No,3,5,4,3,3,No
58,Travel_Frequently,Research & Development,15,Life Sciences,1,Male,Research Director,3,Married,15787,2,Yes,3,23,3,3,2,No
18,Non-Travel,Research & Development,14,Medical,2,Female,Research Scientist,3,Single,1514,1,No,3,0,4,1,0,No
31,Travel_Rarely,Human Resources,18,Human Resources,4,Male,Human Resources,1,Married,2956,0,No,3,2,4,3,0,Yes
29,Travel_Rarely,Human Resources,13,Human Resources,1,Male,Human Resources,1,Divorced,2335,4,Yes,3,4,3,3,2,Yes
45,Non-Travel,Sales,2,Life Sciences,3,Female,Sales Executive,3,Married,5154,4,No,4,10,3,4,7,No
36,Travel_Rarely,Research & Development,2,Other,4,Female,Research Scientist,2,Married,6962,4,Yes,4,15,2,3,0,No
43,Travel_Frequently,Sales,2,Life Sciences,1,Male,Sales Executive,4,Married,5675,1,No,4,7,5,3,7,No
27,Travel_Frequently,Research & Development,5,Life Sciences,4,Female,Laboratory Technician,4,Single,2379,0,Yes,3,6,3,2,4,No
29,Travel_Frequently,Research & Development,20,Medical,4,Male,Laboratory Technician,4,Married,3812,1,No,3,11,3,4,8,No
32,Travel_Frequently,Sales,10,Marketing,4,Male,Sales Executive,4,Single,4648,8,No,3,4,2,4,0,No
42,Non-Travel,Research & Development,10,Technical Degree,3,Male,Research Scientist,3,Married,2936,3,No,4,10,1,2,3,No
47,Travel_Rarely,Research & Development,9,Life Sciences,2,Female,Laboratory Technician,3,Single,2105,4,No,3,7,2,3,2,No
46,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,4,Divorced,8578,3,No,3,12,4,2,8,No
28,Non-Travel,Human Resources,1,Life Sciences,3,Male,Human Resources,4,Divorced,2706,1,No,3,3,2,3,2,No
29,Travel_Rarely,Research & Development,29,Life Sciences,4,Male,Healthcare Representative,3,Divorced,6384,8,No,3,11,3,3,0,No
42,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,Laboratory Technician,3,Single,3968,4,No,3,8,3,3,0,No
32,Travel_Rarely,Sales,2,Marketing,3,Male,Sales Executive,2,Single,9907,7,Yes,3,7,3,2,2,Yes
46,Travel_Rarely,Sales,3,Technical Degree,1,Female,Sales Executive,1,Divorced,13225,2,No,3,25,5,3,17,No
27,Travel_Rarely,Sales,23,Medical,2,Female,Sales Representative,3,Married,3540,1,No,4,9,5,3,8,No
29,Travel_Rarely,Human Resources,6,Medical,4,Male,Human Resources,2,Married,2804,1,No,3,1,3,3,0,No
43,Travel_Rarely,Research & Development,6,Medical,1,Female,Manager,3,Married,19392,7,No,3,21,2,3,12,No
48,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Research Director,2,Married,19665,4,No,3,29,3,3,10,No
29,Travel_Frequently,Research & Development,24,Life Sciences,4,Male,Research Scientist,4,Single,2439,1,Yes,4,1,3,2,0,Yes
46,Travel_Rarely,Sales,10,Life Sciences,3,Female,Sales Executive,2,Married,7314,5,No,4,14,2,3,7,Yes
27,Travel_Frequently,Research & Development,15,Life Sciences,4,Female,Research Scientist,1,Married,4774,0,No,3,8,2,2,6,No
39,Travel_Rarely,Research & Development,19,Other,4,Male,Research Scientist,4,Divorced,3902,8,No,3,7,2,3,2,No
55,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,Research Scientist,4,Married,2662,8,No,4,19,2,4,2,No
28,Travel_Rarely,Sales,3,Medical,2,Female,Sales Representative,2,Married,2856,1,No,3,1,3,3,0,No
30,Travel_Rarely,Sales,9,Medical,2,Male,Sales Representative,4,Single,1081,1,No,3,1,3,2,0,Yes
22,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Research Scientist,2,Single,2472,1,Yes,4,1,2,3,0,Yes
36,Travel_Rarely,Sales,10,Technical Degree,2,Female,Sales Executive,3,Married,5673,1,Yes,3,10,4,3,9,No
31,Travel_Rarely,Research & Development,20,Life Sciences,2,Male,Laboratory Technician,3,Divorced,4197,1,No,3,10,2,3,8,No
34,Travel_Rarely,Sales,4,Life Sciences,3,Male,Sales Executive,4,Married,9713,2,Yes,3,9,3,3,3,No
29,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Laboratory Technician,1,Single,2062,3,No,3,11,2,3,2,No
37,Travel_Rarely,Research & Development,7,Medical,4,Male,Research Scientist,1,Married,4284,5,Yes,4,16,2,3,3,No
35,Travel_Rarely,Research & Development,16,Other,4,Female,Manufacturing Director,2,Married,4788,0,Yes,3,4,2,3,2,No
